"FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
"340005","(JASON2 OGDR data)","Flags","040011","Interpolation flag","Interpolation flag",,"Operational"
"340005","(JASON2 OGDR data)","Flags","025097","Three-dimensional error estimate of the navigator orbit","Three-dimensional error estimate of the navigator orbit",,"Operational"
"340005","(JASON2 OGDR data)","Flags","025095","Altimeter state flag","Altimeter state flag",,"Operational"
"340005","(JASON2 OGDR data)","Flags","025098","Altimeter data quality flag","Altimeter data quality flag",,"Operational"
"340005","(JASON2 OGDR data)","Flags","025099","Altimeter correction quality flag","Altimeter correction quality flag",,"Operational"
"340005","(JASON2 OGDR data)","Flags","021144","Altimeter rain flag","Altimeter rain flag",,"Operational"
"340005","(JASON2 OGDR data)","Flags","025096","Radiometer state flag","Radiometer state flag",,"Operational"
"340005","(JASON2 OGDR data)","Flags","040012","Radiometer data quality flag","Radiometer data quality flag",,"Operational"
"340005","(JASON2 OGDR data)","Flags","040013","Radiometer brightness temperature interpretation flag","Radiometer brightness temperature interpretation flag",,"Operational"
"340005","(JASON2 OGDR data)","Flags","021169","Ice presence indicator","Ice presence indicator",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","022151","Ku band ocean range","Ku band ocean range",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","022162","RMS of 20 Hz Ku band ocean range","RMS of 20 Hz Ku band ocean range",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","022163","Number of 20 Hz valid points for Ku band","Number of 20 Hz valid points for Ku band",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","025160","Ku band net instrumental correction","Ku band net instrumental correction",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","025133","Sea state bias correction on Ku band","Sea state bias correction on Ku band",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","022156","Ku band significant wave height","Ku band significant wave height",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","022164","RMS 20 Hz Ku band significant wave height","RMS 20 Hz Ku band significant wave height",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","022165","Number of 20 Hz valid points for Ku band significant wave height","Number of 20 Hz valid points for Ku band significant wave height",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","022166","Ku band net instrumental correction for significant wave height","Ku band net instrumental correction for significant wave height",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","021137","Ku band corrected ocean backscatter coefficient","Ku band corrected ocean backscatter coefficient",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","021138","STD Ku band corrected ocean backscatter coefficient","STD Ku band corrected ocean backscatter coefficient",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","022167","Number of valid points for Ku band backscatter","Number of valid points for Ku band backscatter",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","021139","Ku band net instrumental correction for AGC","Ku band net instrumental correction for AGC",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","021118","Attenuation correction on sigma-0","Attenuation correction on sigma-0",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","021145","Ku band automatic gain control","Ku band automatic gain control",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","021146","RMS Ku band automatic gain control","RMS Ku band automatic gain control",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: Ku band","021147","Number of valid points for Ku band automatic gain control","Number of valid points for Ku band automatic gain control",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","022168","C band ocean range","C band ocean range",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","022169","RMS of C band ocean range","RMS of C band ocean range",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","022170","Number of 20 Hz valid points for C band","Number of 20 Hz valid points for C band",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","025161","C band net instrumental correction","C band net instrumental correction",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","025162","Sea state bias correction on C band","Sea state bias correction on C band",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","022171","C band significant wave height","C band significant wave height",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","022172","RMS 20 Hz C band significant wave height","RMS 20 Hz C band significant wave height",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","022173","Number of 20 Hz valid points for C band significant wave height","Number of 20 Hz valid points for C band significant wave height",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","022174","C band net instrumental correction for significant wave height","C band net instrumental correction for significant wave height",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","021170","C band corrected ocean backscatter coefficient","C band corrected ocean backscatter coefficient",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","021171","RMS C band corrected ocean backscatter coefficient","RMS C band corrected ocean backscatter coefficient",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","022175","Number of valid points for C band backscatter","Number of valid points for C band backscatter",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","021172","C band net instrumental correction for AGC","C band net instrumental correction for AGC",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","021118","Attenuation correction on sigma-0","Attenuation correction on sigma-0",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","021173","C band automatic gain control","C band automatic gain control",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","021174","RMS C band automatic gain control","RMS C band automatic gain control",,"Operational"
"340005","(JASON2 OGDR data)","Altimeter: C band","021175","Number of valid points for C band automatic gain control","Number of valid points for C band automatic gain control",,"Operational"
"340005","(JASON2 OGDR data)","Radiometer","002153","Satellite channel centre frequency","Satellite channel centre frequency",,"Operational"
"340005","(JASON2 OGDR data)","Radiometer","012063","Brightness temperature","Brightness temperature",,"Operational"
"340005","(JASON2 OGDR data)","Radiometer","002153","Satellite channel centre frequency","Satellite channel centre frequency",,"Operational"
"340005","(JASON2 OGDR data)","Radiometer","012063","Brightness temperature","Brightness temperature",,"Operational"
"340005","(JASON2 OGDR data)","Radiometer","002153","Satellite channel centre frequency","Satellite channel centre frequency",,"Operational"
"340005","(JASON2 OGDR data)","Radiometer","012063","Brightness temperature","Brightness temperature",,"Operational"
"340005","(JASON2 OGDR data)","Radiometer","013090","Radiometer water vapour content","Radiometer water vapour content",,"Operational"
"340005","(JASON2 OGDR data)","Radiometer","013091","Radiometer liquid content","Radiometer liquid content",,"Operational"
"340005","(JASON2 OGDR data)","Wind","007002","Height or altitude","Height or altitude",,"Operational"
"340005","(JASON2 OGDR data)","Wind","011097","Wind speed from altimeter","Wind speed from altimeter",,"Operational"
"340005","(JASON2 OGDR data)","Wind","011098","Wind speed from radiometer","Wind speed from radiometer",,"Operational"
"340005","(JASON2 OGDR data)","Wind","007002","Height or altitude","Height or altitude",,"Operational"
"340005","(JASON2 OGDR data)","Wind","011095","u-component of the model wind vector","u-component of the model wind vector",,"Operational"
"340005","(JASON2 OGDR data)","Wind","011096","v-component of the model wind vector","v-component of the model wind vector",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010096","Mean dynamic topography","Mean dynamic topography",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010081","Altitude of COG above reference ellipsoid","Altitude of COG above reference ellipsoid",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010082","Instantaneous altitude rate","Instantaneous altitude rate",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010083","Squared off nadir angle of the satellite from platform data","Off nadir angle of the satellite from platform data",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010101","Squared off nadir angle of the satellite from waveform data","Squared off nadir angle of the satellite from waveform data",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","025132","Ionospheric correction from model on Ku band","Ionospheric correction from model on Ku band",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","025163","Altimeter ionospheric correction on Ku band","Altimeter ionospheric correction on Ku band",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","025126","Model dry tropospheric correction","Model dry tropospheric correction",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","025128","Model wet tropospheric correction","Model wet tropospheric correction",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","025164","Radiometer wet tropospheric correction","Radiometer wet tropospheric correction",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010085","Mean sea surface height","Mean sea surface height",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010097","Mean sea surface height from altimeter only","Mean sea surface height from altimeter only",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010086","Geoid's height","Geoid's height",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010087","Ocean depth/land elevation","Ocean depth/land elevation",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010092","Solid Earth tide height","Solid earth tide height",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010088","Total geocentric ocean tide height (solution 1)","Geocentric ocean tide height solution 1",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010089","Total geocentric ocean tide height (solution 2)","Geocentric ocean tide height solution 2",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010098","Loading tide height geocentric ocean tide solution 1","Loading tide height geocentric ocean tide solution 1",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010099","Loading tide height geocentric ocean tide solution 2","Loading tide height geocentric ocean tide solution 2",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010090","Long period tide height","Long period tide height",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010100","Non-equilibrium long period tide height","Non-equilibrium long period tide height",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","010093","Geocentric pole tide height","Geocentric pole tide height",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","025127","Inverted barometer correction","Sea surface height correction due to pressure loading",,"Operational"
"340005","(JASON2 OGDR data)","Dynamic topography","040014","High-frequency fluctuations of the sea-surface topography correction","High frequency fluctuations of the sea surface topography correction",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"001007","Satellite identifier","Satellite identifier",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"001031","Identification of originating/generating centre","Identification of originating/generating centre",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"002019","Satellite instruments","Satellite instruments",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"002020","Satellite classification","Satellite classification",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"004001","Year","Year",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"004002","Month","Month",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"004003","Day","Day",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"004004","Hour","Hour",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"004005","Minute","Minute",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"202131","Change scale","Add 3 to scale",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"201138","Change data width","Add 10 to width",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"004006","Second","Second",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"201000","Change data width","Reset width",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"202000","Change scale","Reset scale",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"005001","Latitude (high accuracy)","Latitude (high accuracy)",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"006001","Longitude (high accuracy)","Longitude (high accuracy)",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"007024","Satellite zenith angle","Satellite zenith angle",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"005021","Bearing or azimuth","Bearing or azimuth",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"007025","Solar zenith angle","Solar zenith angle",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"005022","Solar azimuth","Solar azimuth",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"005043","Field of view number","Field of view number",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"005040","Orbit number","Orbit number",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"201133","Change data width","Add 5 to width",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"005041","Scan line number","Scan line number",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"201000","Change data width","Reset width",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"201132","Change data width","Add 4 to width",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"025070","Major frame count","Major frame count",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"201000","Change data width","Reset width",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"202126","Change scale","Subtract 2 from scale",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"007001","Height of station","Height of station",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"202000","Change scale","Reset scale",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"103003","Replicate 3 descriptors 3 times","Repeat next 3 descriptors 3 times",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"025140","Start channel","Start channel",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"025141","End channel","End channel",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"033060","GqisFlagQual - individual IASI-System quality flag","GqisFlagQual",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"033061","GqisQualIndex - indicator for instrument noise performance (contributions from spectral and radiometric calibration)","GqisQualIndex",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"033062","GqisQualIndexLoc - indicator for geometric quality index","GqisQualIndexLoc",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"033063","GqisQualIndexRad - indicator for instrument noise performance (contributions from radiometric calibration)","GqisQualIndexRad",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"033064","GqisQualIndexSpect - indicator for instrument noise performance (contributions from spectral calibration)","GqisQualIndexSpect",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"033065","GqisSysTecSondQual - output of system TEC (Technical Expertise Centre) quality function","GqisSysTecSondQual",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"040020","GqisFlagQualDetailed - quality flag for the system","GqisFlagQualDetailed - quality flag for the system",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"101010","Replicate 1 descriptor 10 times","Repeat next 1 descriptor 10 times",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"340002","IASI Level 1c band description","IASI Level 1c band description",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"101087","Replicate 1 descriptor 87 times","Repeat next 1 descriptor 87 times",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"340003","IASI Level 1c 100 channels","IASI Level 1c 100 channel sequence",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"002019","Satellite instruments","Satellite instruments",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"025051","AVHRR channel combination","AVHRR channel combination",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"101007","Replicate 1 descriptor 7 times","Repeat next 1 descriptor 7 times",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"340004","IASI Level 1c AVHRR single scene","IASI Level 1c AVHRR single scene sequence",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"020081","Cloud amount in segment","Cloud amount in segment",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"008029","Surface type","Surface type",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"020083","Amount of segment covered by scene","Amount of segment covered by scene",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"008029","Surface type","Surface type",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"040018","GIacAvgImagIIS - average of imager measurements","GIacAvgImagIIS -average of imager measurements",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"040019","GIacVarImagIIS - variance of imager measurements","GIacVarImagIIS -variance of imager measurements",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"040021","Fraction of weighted AVHRR pixel in IASI FOV covered with snow/ice","Fraction of weighted AVHRR pixel in IASI FOV covered with snow/ice",,"Operational"
"340007","(IASI Level 1c data (all channels))",,"040022","Number of missing, bad or failed AVHRR pixels","Number of missing, bad or failed AVHRR pixels",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Satellite processing information","001007","Satellite identifier","Satellite identifier",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Satellite processing information","001031","Identification of originating/generating centre","Identification of originating/generating centre",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Satellite processing information","002019","Satellite instruments","Satellite instruments",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Satellite processing information","002020","Satellite classification","Satellite classification",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004001","Year","Year",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004002","Month","Month",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004003","Day","Day",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004004","Hour","Hour",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004005","Minute","Minute",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","202131","Change scale","Add 3 to scale",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","201138","Change data width","Add 10 to width",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004006","Second","Second",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","201000","Change data width","Reset width",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","202000","Change scale","Reset scale",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005001","Latitude (high accuracy)","Latitude (high accuracy)",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","006001","Longitude (high accuracy)","Longitude (high accuracy)",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","007024","Satellite zenith angle","Satellite zenith angle",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005021","Bearing or azimuth","Bearing or azimuth",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","007025","Solar zenith angle","Solar zenith angle",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005022","Solar azimuth","Solar azimuth",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005043","Field of view number","Field of view number",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005040","Orbit number","Orbit number",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","201133","Change data width","Add 5 to width",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005041","Scan line number","Scan line number",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","201000","Change data width","Reset width",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","201132","Change data width","Add 4 to width",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","025070","Major frame count","Major frame count",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","201000","Change data width","Reset width",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","202126","Change scale","Subtract 2 from scale",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","007001","Height of station","Height of station",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","202000","Change scale","Reset scale",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","103003","Replicate 3 descriptors 3 times","Repeat next 3 descriptors 3 times",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","025140","Start channel","Start channel",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","025141","End channel","End channel",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033060","GqisFlagQual - individual IASI-System quality flag","GqisFlagQual",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033061","GqisQualIndex - indicator for instrument noise performance (contributions from spectral and radiometric calibration)","GqisQualIndex",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033062","GqisQualIndexLoc - indicator for geometric quality index","GqisQualIndexLoc",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033063","GqisQualIndexRad - indicator for instrument noise performance (contributions from radiometric calibration)","GqisQualIndexRad",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033064","GqisQualIndexSpect - indicator for instrument noise performance (contributions from spectral calibration)","GqisQualIndexSpect",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033065","GqisSysTecSondQual - output of system TEC (Technical Expertise Centre) quality function","GqisSysTecSondQual",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","040020","GqisFlagQualDetailed - quality flag for the system","GqisFlagQualDetailed - quality flag for the system",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","IASI subset of channels","101010","Replicate 1 descriptor 10 times","Repeat next 1 descriptor 10 times",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","IASI subset of channels","340002","IASI Level 1c band description","IASI Level 1c band description",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","IASI subset of channels","104000","Delayed replication of 4 descriptors","Delayed replication of next 4 descriptors",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","IASI subset of channels","031002","Extended delayed descriptor replication factor","Extended delayed replication factor",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","IASI subset of channels","201136","Change data width","Add 8 to width",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","IASI subset of channels","005042","Channel number","Channel number",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","IASI subset of channels","201000","Change data width","Reset width",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","IASI subset of channels","014046","Scaled IASI radiance","Scaled IASI radiance",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Instrument band definition","108003","Replicate 8 descriptors 3 times","Repeat next 8 descriptors 3 times",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Instrument band definition","025140","Start channel","Start channel",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Instrument band definition","025141","End channel","End channel",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Instrument band definition","040026","Score quantization factor","Quantization factor",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Instrument band definition","040016","Residual RMS in band","Residual RMS in band",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Instrument band definition","025062","Database identification","Database identification",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Principal component scores for band","101000","Delayed replication of 1 descriptor","Delayed replication of 1 descriptor",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Principal component scores for band","031002","Extended delayed descriptor replication factor","Extended delayed replication factor",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Principal component scores for band","040017","Non-normalized principal component score","Non-normalized principal component score",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","002019","Satellite instruments","Satellite instruments",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","025051","AVHRR channel combination","AVHRR channel combination",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","101007","Replicate 1 descriptor 7 times","Repeat next 1 descriptor 7 times",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","340004","IASI Level 1c AVHRR single scene","IASI Level 1c AVHRR single scene sequence",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","020081","Cloud amount in segment","Cloud amount in segment",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","008029","Surface type","Surface type",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","020083","Amount of segment covered by scene","Amount of segment covered by scene",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","008029","Surface type","Surface type",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","040018","GIacAvgImagIIS - average of imager measurements","Average of imager measurements",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","040019","GIacVarImagIIS - variance of imager measurements","Variance of imager measurements",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","040021","Fraction of weighted AVHRR pixel in IASI FOV covered with snow/ice","Fraction of weighted AVHRR pixel in IASI FOV covered with snow/ice",,"Operational"
"340008","(IASI sequence combining PC scores, channel selection and enhanced data)","AVHRR scene analysis","040022","Number of missing, bad or failed AVHRR pixels","Number of missing, bad or failed AVHRR pixels",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"001007","Satellite identifier","Satellite identifier",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"001031","Identification of originating/generating centre","Generating centre",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"002019","Satellite instruments","Satellite instrument",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"002020","Satellite classification","Satellite classification",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"301011","Year, month, day","Date",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"301013","Hour, minute, second","Time",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"005040","Orbit number","Orbit number",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"201136","Change data width","Add 8 bits to width of next descriptor",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"005041","Scan line number","Scan line number",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"201000","Change data width","Reset descriptor width",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"025071","Frame count","Frame count",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"005001","Latitude (high accuracy)","Latitude (high accuracy)",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"005001","Latitude (high accuracy)","Latitude (high accuracy)",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"006001","Longitude (high accuracy)","Longitude (high accuracy)",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"006001","Longitude (high accuracy)","Longitude (high accuracy)",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"107064","Replicate 7 descriptors 64 times","Repeat next 7 descriptors 64 times",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"106032","Replicate 6 descriptors 32 times","Repeat next 6 descriptors 32 times",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"008012","Land/sea qualifier","Land/sea qualifier",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"008013","Day/night qualifier","Day/night qualifier",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"008065","Sun-glint indicator","Sun-glint indicator",,"Operational"
